,title,link
87,崇明：从山上之城到分裂之家,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135462&idx=1&sn=141440279f56659ebe2e94cb26fa2dcd&chksm=845a8b13b32d020577f5e9bb39b8706826a5f3f26c51f3d0f8d87873bd64683ee9fb154a937b#rd
88,新刊 | 李尧远：正在进行的“工业革命”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135407&idx=1&sn=dcd75aa6ed0205431a8f006cd19e902f&chksm=845ab4dab32d3dcccf1697ece7d087c223141d991ff6b2744456215231d141ef7ee111d19007#rd
89,新刊 | 郑兴：不合时宜的军事空间,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135360&idx=1&sn=016015a4bce51b96f1be58b257c7d3f0&chksm=845ab4f5b32d3de31ca450ca184bdb9f758c57bf2174adf56d6c9d83f9390f64a92152fca8e1#rd
90,扬之水：细节的意义（评《白沙宋墓》和《中国古舆服论丛》）,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135328&idx=1&sn=72e7e9768ca759ec66715e2b72b1eba7&chksm=845ab495b32d3d837a27c48d5f595bb3c603d6046f7f300e2b44495d7d6e4ac9688f96722f58#rd
91,《读书》维权声明,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135328&idx=2&sn=60e1789c8aa11c187c295f5865c589a9&chksm=845ab495b32d3d8385a8f492b5214c7bbbf0c4a9cc8b29d2714fa677f166d5d207e89d969a75#rd
92,《读书》首发 | 唐晓峰：李希霍芬的“丝绸之路”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135301&idx=1&sn=98740294f322966e98c1f8b3cc088cba&chksm=845ab4b0b32d3da6267ad407b1184128f256fdecf3eaa52ee14c0796f685e5ca7da3bbc5de1b#rd
93,新刊速递：2018年第3期封面＋目录,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135283&idx=1&sn=3794d26d286a45ea43c22630e6ab5e7d&chksm=845ab446b32d3d50e6c66ae97fabf75c906f0ca7df0a3adb7cf4cd2c915156de2eb8728bbab4#rd
94,《读书》首发 | 李伯重等：全球史视野下的中国史研究,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135281&idx=1&sn=65125fe4fee6af766cadd8c485dd78c2&chksm=845ab444b32d3d52ae3a6617f7802892b6a9756f896f1e039a00e6d6e4efc6468ba103159205#rd
95,董鼎山：书评编辑怎样工作,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135248&idx=1&sn=156d72b96db8007567a0aa356bb0ef93&chksm=845ab465b32d3d73c6b436128720aec8451c3cd79065bfa831ea58dd555e91903af2f3db498a#rd
96,新刊 | 王路：陈康先生的学术理念,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135242&idx=1&sn=9863bb6f30e5dda4cedcba9ba74bff14&chksm=845ab47fb32d3d69e1a19e5b59c4198e1c149e94e43203dea8fa7327270ef6c16a05c92b8a7f#rd
97,新刊 | 高峰枫：亚述学家塞斯的“考古至上论”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135239&idx=1&sn=81fa8c9181d68782d05ed1d61d7ab2e2&chksm=845ab472b32d3d643a62c5534c723edda29bec60a43ed9c748f503836e417daced298b31f01d#rd
98,王佐良：读两本游记,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135235&idx=1&sn=82c08ef54c81004cf1b311c3c30b04bb&chksm=845ab476b32d3d609ad277c8f17e5f88b1809358194996c89db328a2542fe6ba2c1e3154856a#rd
99,[德] 莫芝宜佳：钱锺书与杨绛二三事,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135229&idx=1&sn=aa26d7e5234088b6e669cc622379a96e&chksm=845ab408b32d3d1eea86c04e6adcb3862e5e1c0c8086abc6afa35b3f0dedfd868985ec36881b#rd
100,新刊 | 刘宗迪：《山海经》是如何成为怪物之书的？,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135177&idx=1&sn=07755c9519eb60992e3fa5c8379f0bb6&chksm=845ab43cb32d3d2af279d9808274a36100692363678de4c30bd7b3529f238cffcc860b4b8457#rd
101,读书与自学 | 金克木：《春秋》符号,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135127&idx=1&sn=1233fd2939a316f870a10bc1bc777635&chksm=845ab5e2b32d3cf499ab412cfb52d315555619037f91d4b3d9c30be7df58dd7076280f156912#rd
102,新刊 | 王一方：饭桌上的中医与思想史上的中医,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135103&idx=1&sn=70647aca1d6f21199d8653f4ca706b14&chksm=845ab58ab32d3c9c6b3999521ec28ef2a500aa0e14e2ecb41cff6405b4d693a689d0bc3b9dcd#rd
103,新刊｜孙郁、沈卫威等：“传统的再省视”笔谈,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135087&idx=1&sn=8ae02ec13e6fb7c1b338106031749f58&chksm=845ab59ab32d3c8caf36157208c073a3307fbf418a54bca99c3a7b7600a083afa84db4ea3844#rd
104,纪念 | 汪子嵩：中西哲学的交会——漫忆西南联大哲学系的教授（之一）,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135075&idx=1&sn=873110960c6041ca5ec851ba2f798f66&chksm=845ab596b32d3c8099a9599a676329a0fccbfafd821872f0dfea33e5dee418ba7560b8cbe293#rd
105,新刊 | 吴重庆：“道”通往何方——兼论儒家的爱是否有差等,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135053&idx=1&sn=fe3bd6f3edef37cbb97c895f31bf0b9f&chksm=845ab5b8b32d3cae8d2f50ae12af2a94c7d0461378d86cd9db17eb2c28992257a37207389ad5#rd
106,新刊速递：2018年第2期封面＋目录,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135034&idx=1&sn=a2b46b8ad2b001f9c67c2df17ba72eed&chksm=845ab54fb32d3c594277adcff354da8fc3aa9965da85ff903ebe5ebc0154f840b707f2b55019#rd
107,新刊 | 吴飞：大同抑或人伦？——现代中国文明理想的探索,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135033&idx=1&sn=ed4a6a29865bbf7d1428d54f626b62ae&chksm=845ab54cb32d3c5a72f961a81f792bdd7378e206b0b40b3794a3bf49741d785b2ac58d6ed248#rd
108,新刊 | 张怡：语言的寓言——《拉比的猫》的文学传统,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652135009&idx=1&sn=dffc228b17594404bb2f6963f5b72eb1&chksm=845ab554b32d3c42d5522322ff3ebfade82c795c9b92338c274ea7a9637b7346a4c618d606bf#rd
109,新刊 | 李庆西：“小水浒” 与“大水浒”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134998&idx=1&sn=f430aa76d0adeade2f4d0367f702bebf&chksm=845ab563b32d3c75ccd43967b9420ea3f4270906cd11214d443c6e790af7049940cf39fe31c1#rd
110,新刊 | 范可：困惑于“我们”与“他们”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134986&idx=1&sn=befd940db70437cc225d54d34e6130e2&chksm=845ab57fb32d3c69f10c12071dbe838c1feed34b10371ab11063592e5567b6cad61cbc78a552#rd
111,陈晓明：孙悟空形象中的大历史,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134974&idx=1&sn=ff60e2d168c415ed45bb4b18eeb0db50&chksm=845ab50bb32d3c1d59d5b60f92c8e764d0501de93271da86d6ed36c3679149be308deaac777e#rd
112,新刊 | 吴晓东：让主体与历史彼此敞开,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134956&idx=1&sn=3b56df0bf4de738a98dee5b1a3d3dd0c&chksm=845ab519b32d3c0fe498b6529203ada38f97299a70831679515ef45755b219b072c0a7ee9f56#rd
113,新刊 | 杨念群：“新史学”十五年：一点省思,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134951&idx=1&sn=896ff3d304cd3280df7970b51d45de59&chksm=845ab512b32d3c04b0d1753a9dc8b487050432e2c7409f843b8f1b6091b8006de29a56bb907a#rd
114,李长声：读者研究不应是文学研究的副产品,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134909&idx=1&sn=51496d35cb50913b07147ea91153a20c&chksm=845ab6c8b32d3fde6ab947fe8ed9a09f4a58c7d045ec8f1f5b33127b3733427395c41aa4ecf9#rd
115,读《读书》| 东京大学学生毕业论文研究《读书》,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134909&idx=2&sn=bb5058c742e1558c73de7be5a2e65044&chksm=845ab6c8b32d3fdecce32a66926c836fca1015a0ac2b968705340970dcbc06aa99fed0d46743#rd
116,新刊 | 周濂：“另类右翼”与美国政治,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134893&idx=1&sn=1c4a36072f10c59d733fe02613845a5c&chksm=845ab6d8b32d3fcee4f39ca1ed2a68b7d63cfddec635c19bc1ad5e64a81c12553fbc3e681dcc#rd
117,新刊 | 傅谨：陈丁沙之问终究要回应,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134883&idx=1&sn=98e5a1cce43bbedfbc3c5b59510ad8fa&chksm=845ab6d6b32d3fc02a433a7a00417bfb78316d788b5735612a528f1968c145d8e5d942d7ecb6#rd
118,新刊 | 方继孝：记陈梦家与王世襄,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134862&idx=1&sn=e864c0c1909eaf5ca9be0ef07f9774b6&chksm=845ab6fbb32d3fed8067fa43c00ba86b578e1cd5692b13adcf34b9615788ea03b9bda0da9020#rd
119,《读书》服务日讲座 | 第一讲：“另类右翼”与美国政治,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134839&idx=1&sn=4332c575aa7acc4607c84c6e79aad70c&chksm=845ab682b32d3f9434eb49af2bf4af62cfd2028fbb20c08f72a184d4dec2cb136e98c996c0f1#rd
120,一本从春节才开始使用的日历,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134839&idx=2&sn=4eebaf43a049d587d338e46c335ef7de&chksm=845ab682b32d3f945bd502dc329118b2103ce33096a3ced4d844a2fdcccbf58ce3c5266c9d62#rd
121,一本带来元气与幸福感的新年手帐,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134839&idx=3&sn=226dc1f2fcabcf1ebcad81e1dc36c16d&chksm=845ab682b32d3f946ed1b2062763dad5ab3d4c79f07abde682c9697f6be025a2319cd3dc9aa5#rd
122,新刊 | 顾昕：美国按揭型凯恩斯主义的前世今生,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134809&idx=1&sn=9f5c16e6b74cfebe05de8aa7ae298afb&chksm=845ab6acb32d3fba0394d92b643466ad70e1bfc2e808cc226ee963eb9155ea189c5a8a96ab41#rd
123,《读书》致读者 | 2017图文汇总清单,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134770&idx=1&sn=ef561dc4da31baf13f1f9652b3c65d41&chksm=845ab647b32d3f51b34c9bbddcc18a4d17382ce48c956c4bb2989d6d01ab64247d7dec0af6ad#rd
124,《读书》2017全年文章总目,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134737&idx=1&sn=8bfec205bad6f8cb3b198418b7d00a88&chksm=845ab664b32d3f724c8f2da8bfe332d7bb55054f395f48394dcd5ba79ba46c05c2cdbe83866d#rd
125,新刊 | 亓同惠：《世界人权宣言》里的中国元素,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134726&idx=1&sn=87acee6e88430d7cd93563f368ca2efe&chksm=845ab673b32d3f659c77fb03231c695a6897b485a9e92cfe3c76c983a41eed40f82003ca3cc8#rd
126,新刊速递：2018年第1期封面＋目录,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134709&idx=1&sn=6e87b5ac45e7bea2e72a89e219d2b4a8&chksm=845ab600b32d3f16b9960da313339c57e198f7924ac443dd1bfd5431458833dda6aeb695f55b#rd
127,2018，与《读书》一起拉住时间的缰绳,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134709&idx=2&sn=34f930c16c420e373c4a83a9c8cd48a4&chksm=845ab600b32d3f16188fcd83b30f1536fe01273e4362a7195f09ff08a6048116a2bbeebb5508#rd
128,新刊 | 卜键：朕亦一书生——从乾隆帝登基之初的一份上谕谈起,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134707&idx=1&sn=310d971eb53934557085c23c0d47d648&chksm=845ab606b32d3f1068bb40ff5af5edf9ef62a06109ddec07d57ef8a8bcf6faf96b6ce246a8f0#rd
129,新刊速递：2018年第1期封面＋目录,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134707&idx=2&sn=3b138c18da83507d7e336c2ea76e027a&chksm=845ab606b32d3f10e66ed8dfab02be419e40e5a1ebc57ffb96891f6b084276df50e5f4b84512#rd
130,2018，与《读书》一起拉住时间的缰绳,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134707&idx=3&sn=471ce62b067633156b60d4e474da9550&chksm=845ab606b32d3f10b924496b5b8f249076f0a8dfdbbb9b1228437a52bd2fca7647cacc6e2920#rd
131,冬至书单 | 与《读书》围炉书话,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134662&idx=1&sn=d5f8bc39c56391130ca01dad490911a4&chksm=845ab633b32d3f258886b1a4f13001725273e517ac011ae151b1be09a4eb938000a6732893a5#rd
132,新刊 | 彭锋：凡·高的鞋踩出一个罗生门,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134659&idx=1&sn=6a9042b56cc852fd6cf20a79c7ecabd6&chksm=845ab636b32d3f20907fd21f8affecd6333c4ee74966f48d1a96f1ee91b054b55ab3e4e9e4a9#rd
133,对话 | 彭锋、丁宁、邵亦杨、刘旭光、李凇,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134659&idx=2&sn=556172469d4e001d96ebd52cfdbb22f3&chksm=845ab636b32d3f201b6c8d5b792e8570286176bbad95c6b3eb8e37d5f1fa6f23be5b4b13242e#rd
134,新刊 | 薛毅：浅谈李贽与鲁迅,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134651&idx=1&sn=a3e3e1dd5a84133d4d9a167ae4bcf845&chksm=845ab7ceb32d3ed85308ad3b5c1161b3e2b3f6342bb3ad4edcb846bb6dfb6504391bf1fc8e25#rd
135,读《读书》| 三分才性，七分际遇，犹见可贵,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134651&idx=2&sn=25ba183723cbc21e952875efc197aa89&chksm=845ab7ceb32d3ed8eff40c9c7bf4e1406ab2e567db89a44e2d178984fc36097685dd4a215637#rd
136,冯志阳：江南慈善与近代工业化,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134647&idx=1&sn=2734034b58dfe639757dbf80e225a0a4&chksm=845ab7c2b32d3ed44652cf0cfcaed0ee129405916648b3dab9657c431cd91ea4dc2dde4bb161#rd
137,新刊 | 郑培凯：怀念英千里老师,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134622&idx=1&sn=667a0228f052cd2728ab9dec3dbf7602&chksm=845ab7ebb32d3efd3181c459b540458b4217a0a417874706eae6209e13f689b3372405e0dd1e#rd
138,新刊 | 章永乐：作为全球秩序思考者的康有为,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134617&idx=1&sn=6fecc1bd32030e2db4595b1130c6fa07&chksm=845ab7ecb32d3efa696b9bb43793a88b50c5c106dd84b68d89c635ea4e9bad34917c3ddeb00a#rd
139,书单 | 三联书店2017读者选书（65种）,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134617&idx=2&sn=0f0fdffdc74597fb7dee328be8fbfd15&chksm=845ab7ecb32d3efa9e97ca520cf4b6cbad0c8959c89f97943b45fc73e9a445696c939d3362bf#rd
140,许纪霖：“旧派中的新派”在“五四”前后的命运,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134593&idx=1&sn=10d102389147748f54e05f53f4a7e82c&chksm=845ab7f4b32d3ee282cd26d02cf381f004948912c9695610ceb82da670d1de0d3e74762bb45d#rd
141,《我们仨》有声书 | 用温暖的声音，读一个寻寻觅觅的万里长梦,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134593&idx=2&sn=de162275bcd3f5a21fc9e14e8dab2c72&chksm=845ab7f4b32d3ee2a73432aea76ff6af25506f41af9abcd1d2be3d9a2c92af51bca45f33b85a#rd
142,新刊 |​ 徐晓宏：大时代有风暴眼,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134558&idx=1&sn=36c4b98180f3ded76e2444c87be1d384&chksm=845ab7abb32d3ebd72f86abe9856d26f0ca0c4c43d54157fc89334babbcf443ae02357bd42b8#rd
143,不断铸就中华文化新辉煌是学者认真思考的学术课题,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134558&idx=2&sn=dcc5b4e0fbd20184be1d8b1d3e261381&chksm=845ab7abb32d3ebdc19e7df07c882b346e78d91977c48f2cc5f520dbbadfaa00ee7835d8add8#rd
144,新刊 | 渠敬东 : 学术生活是一场赌博？,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134525&idx=1&sn=c1ac6866c9c5cc099ad607b1375dedcc&chksm=845ab748b32d3e5eeed1f4fb67b8c0d82a90440e5de7036aec83588ed28128e669376e37f8d8#rd
145,新刊 | 田天：座次的写法,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134458&idx=1&sn=fc9b5ba6ef979fa4cbaee5b4a1b6f895&chksm=845ab70fb32d3e192a29ee9509f83beea94443ab67a5b36c56207e48f5b9e318591c92ebda83#rd
146,新刊 |​ 赵益民：“二手空间”：否思《基多宣言》,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134403&idx=1&sn=e238e36f0635cef0417b0839cda9e053&chksm=845ab736b32d3e20d48929db9b817b0ae02c35c459e67c5a323c7482c9aa4d91326d8034ec4f#rd
147,首发 | 王炎：特朗普很保守吗？ ——网络媒体与美国政治转向,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134381&idx=1&sn=74b2bc38a62d737c4cd5e7b1e1a015d3&chksm=845ab0d8b32d39ce0c49ac8e400d1ff045007d65f222c2b97c8bdf0f875f1435bb9ba21fa8e1#rd
148,新刊速递：2017年第12期封面＋目录,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134381&idx=2&sn=c48be3b8a9197a6a5caf072d57267da0&chksm=845ab0d8b32d39cef854b0e6db4830c88155e0a642ebd90cb07f417b44dedf3c89a63b2d4ed2#rd
149,读书与自学 | 唐晓峰：还地理学一份人情,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134304&idx=1&sn=3ef0542040ad135930aaee1606d37fe2&chksm=845ab095b32d3983903d85b2171d80d74bd6fdcc814f5f5b40d37e5016bd4b37614f3ff22944#rd
150,新刊 | 甘阳、张祥龙、吴飞：家与人伦关系,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134290&idx=1&sn=dc8a2b4c1ccd2e3f4d89c79826ccf56d&chksm=845ab0a7b32d39b1696893df12003c902472d178ed3ed970a59455251791fd38fb1bbee7052d#rd
151,新刊 | 熊培云：董时进的“乡村乌托邦”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134250&idx=1&sn=997f980a3ac7bf00b462361f44cdecff&chksm=845ab05fb32d3949694ea78f4f7e34f5c9430f3c486a79e9c4619b5723c76fea9e44f4b17e57#rd
152,读书与自学 | 辜正坤：外来术语翻译与中国学术问题,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134229&idx=1&sn=bb3ac8fe66d3929b85720011a9cc6109&chksm=845ab060b32d397670ff54841e54b5f51c2a1038def73a165fc27d62b363ef2b6bb8ada3f04c#rd
153,新刊 | 吴向廷：诗人如何忠于自己的时代？,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134225&idx=1&sn=8d6a39bb5c7a57226fb7c70c6df8bf3c&chksm=845ab064b32d3972fecdc3040b955722efe5a8269366d4b55c6ed6a99a98a59a96d431d56f30#rd
154,新刊 | 汪民安 ：艺术批评为何？,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134218&idx=1&sn=9c4310fe47f39b017363a21679076125&chksm=845ab07fb32d39696cdb701bacb952c8762bb1ceea205598090383a96265d56d1153ea17d889#rd
155,读书与自学 | 张永和：文学与建筑,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134190&idx=1&sn=4744b877a4efb8b06fe5340d337cafef&chksm=845ab01bb32d390d8efc43af4301660bc744aec1e2d46a1e90d8e0efd0300982d94cf1d195b6#rd
156,新刊 | 李行健：遏制“语言台独”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134176&idx=1&sn=6a8ef6ecfbaef15372961ed083122c09&chksm=845ab015b32d3903865a9e9e9b9d719c8050c072faf63d144030fd9bfad9aad5dfbe78084280#rd
157,新刊 | 田本相：话说话剧“皇帝”石挥,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134167&idx=1&sn=02e71e4645eb49ef43eb43ba30038957&chksm=845ab022b32d393449a9dc66b6074e3176c0db4a473332d23c1bad8318aaf1332b57de40e928#rd
158,读书与自学 | 由社会学名著想到的 ——社会学的发展沿革,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134151&idx=1&sn=ea935f6544dbdf43a448855b0a96db4c&chksm=845ab032b32d39242ee250dbb262833785283fe724a55d577b09a9dfd967cee75bafaeee6cf2#rd
159,首发 | 吴真：被鲁迅记忆抹去的敷波先生,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134145&idx=1&sn=1007bc09e9226896d9d1a2cc76c7f883&chksm=845ab034b32d3922edc9c995f6c4ff51733761b522902184f002e04a67790c963a55ef5e1ab9#rd
160,《读书》首发 | 王洪喆等：政治经济学·信息不对称·开放源代码,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134129&idx=1&sn=db95d3a801e902d0c0e975b9ed23acee&chksm=845ab1c4b32d38d28ec3b8a45c2274a49250ca7e07263522fcdc58933b40f24e3b6257cce96f#rd
161,新刊速递：2017年第11期封面+目录,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134129&idx=2&sn=f768fc2f65e30fba51e9b0ca37952b10&chksm=845ab1c4b32d38d2e97d14b0ab08f23ecb2f24635978197da148f2108c38fd74072546b92a6b#rd
162,读书与自学 | 申荷永：心理学理解的桥梁,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134116&idx=1&sn=e32e82c5bf9c66ee97149d26492606af&chksm=845ab1d1b32d38c75144c15a730a1db79c6b5d5426dd23678d7f842b4523a24a7c44431ae82a#rd
163,新刊 | 伍斌：黄柳霜的夹缝人生,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134115&idx=1&sn=4d3436e32a69b3c662843edee7aebeae&chksm=845ab1d6b32d38c06d3e33928dc0cbb9e4da433858e3b48015c0a7f0f97a0dad8b297674fd2f#rd
164,实习生招募公告,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134114&idx=1&sn=1efb4d18c6b22980307ba2b74b33b1d9&chksm=845ab1d7b32d38c1ae9279623bb9ad053bb59a216fef0ebf88c541d78d6d46e690087a61d4db#rd
165,新刊 | 王璞：青春的旅程与时代的变奏 ——读宋明炜《少年中国》,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134103&idx=1&sn=bbca8d600d47662716f81b144f5a3098&chksm=845ab1e2b32d38f44c389cdc3084cefb8ea53656fbf6020a2b3f0b8ccc65ffa327740599b4da#rd
166,读书与自学 | 汪丁丁：经济学的“关键词”,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134053&idx=1&sn=2ba8d6870b0183f5e69f6bc9067e8d40&chksm=845ab190b32d388675e06e20b87f9a376da7deba850d1ada54730661c590d9917f8ed78a3483#rd
167,新刊 | 郑培凯：年代记忆中的近代史,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134052&idx=1&sn=6e3c599cca0e4f425ed4a52ab4b8e7e6&chksm=845ab191b32d3887168a1cccfd88ea685ddbdbf80a33791d54a572e4f42760a7a6fd126cf9e7#rd
168,新刊 | 刘宗迪：《山海经》与怪物阐释学,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134047&idx=1&sn=607e55c089f79dccfb5d12d7eebd2f84&chksm=845ab1aab32d38bc8b7de3c753ff7a58319f6884e66b6a398faebb185fefaf89d91f70506bff#rd
169,读书与自学 | 陈嘉映：哲学是什么,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134021&idx=1&sn=2ce9c2c378f51fe7de387565794a96ac&chksm=845ab1b0b32d38a68c6ad59e8fc9c5e7cf6b4a081ae4e16332e89349aa28a90b15f473795e0e#rd
170,新刊 | 江弱水：微言一克的重量 ——从郭在贻的训诂谈杜甫诗的校注,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134013&idx=1&sn=21838c03e30e97dff9951abfb9387af6&chksm=845ab148b32d385ea3991bf1eb4c2bdb4c797d8ce901e7204ce970f9e33e07df0151866378b2#rd
171,新刊 | 冯时：考古学中的“暗物质”——从殷人崇酒的历史说起,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652134008&idx=1&sn=93919d8bba91a853475dfc6349c6c008&chksm=845ab14db32d385b62d1b0a048459c71e29521ceea565ebe2d6d23576017db17e9486e72fca0#rd
172,读书与自学 | 黄仁宇：怎样读历史,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652133995&idx=1&sn=1e84c78cabf0c3c4abc972ccc83f6255&chksm=845ab15eb32d38482dfdc147b0cf00c25d54bc5d81068bb34000fed9bd56548efa77441dc272#rd
173,《读书》首发 | 基本收入·隐私权 ·主体性——人工智能与后人类时代（上）,http://mp.weixin.qq.com/s?__biz=MzA3ODk5NTAzNA==&mid=2652133993&idx=1&sn=2730e9f83248f44a6b9407edae4f642b&chksm=845ab15cb32d384a3ef8d6b1f5c48ac16153934a57bedb5be84c6dc9ebb69fce24ed2b268106#rd
