Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
0,宁夏社会科学院组织收听收看中国共产党第二十次全国代表大会开幕会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486104&idx=1&sn=16224229566149ba257ead43fde69a58&chksm=e88367f6dff4eee00319a25fef4d78dde5830006c28b61da77f1e92d85d597608938759888a8#rd,1,2022-10-19,0.0,1.0,1.0,0.0,86.0,0.0,2.0,,,,
1,宁夏社会科学院领导慰问滨河家园一村驻村工作队,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486104&idx=2&sn=71714f446dde2dd1b9b5b93a726cb991&chksm=e88367f6dff4eee095324bf949f0dbaab458d3c78ededbb15ce12cc906e77842cad2470a0ea6#rd,2,2022-10-19,0.0,1.0,1.0,0.0,76.0,0.0,1.0,,,,
2,奋进在全面建设社会主义现代化国家的新征程上——宁夏社会科学院干部职工热议党的二十大报告,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486104&idx=3&sn=837ca99e893e7a1a8f0cdfba50714d78&chksm=e88367f6dff4eee07f3e1d568dc7aedd2c343c774dcf36a6b2be18b48ffe70f9796c0c9b5b6f#rd,3,2022-10-19,0.0,1.0,1.0,0.0,40.0,0.0,1.0,,,,
3,星火成炬 共克时艰 坚决筑牢疫情防控安全线,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486104&idx=4&sn=b993b7ec889329c3b651708fb8250ce7&chksm=e88367f6dff4eee07a12d33047edd9a04469169919caf4c1e9fb37f44fe4e7a0d5382f363ca8#rd,4,2022-10-19,0.0,1.0,1.0,0.0,21.0,0.0,0.0,,,,
4,工作要闻 | 宁夏社会科学院党组书记刘雨一行赴宁东基地调研,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486080&idx=1&sn=900e4ff2a81f5902d481a422863e0673&chksm=e88367eedff4eef8fc8df500061d19b3c5d009063972c2889302686140ba3bb9f72e563511e8#rd,1,2022-9-16,0.0,1.0,1.0,0.0,98.0,1.0,1.0,,,,
5,工作要闻 | 宁夏社会科学院党组理论学习中心组召开《习近平谈治国理政》第四卷专题学习会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486080&idx=2&sn=c5e8c3d2c9c99646726b8ddc552f8596&chksm=e88367eedff4eef89e06bc51c68982d85795ce1972f382bf2c9c0329658c46a3249043751a9e#rd,2,2022-9-16,0.0,1.0,1.0,0.0,57.0,0.0,1.0,,,,
6,社科党建 | 历史研究所、图资中心党支部开展“以党建促科研—— 考察黄河横城渡口”主题党日活动,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486080&idx=3&sn=369a3ca829ef7c35ae747d0d7e60581c&chksm=e88367eedff4eef859b7a493860503c6a29d66d778366b89e2772949f928a9c1d7016a0da72a#rd,3,2022-9-16,0.0,1.0,1.0,0.0,33.0,0.0,0.0,,,,
7,学科动态 | 文化学科举办《电影<隐入尘烟>与乡村文化》学术沙龙,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486080&idx=4&sn=2c414be3c34cdfdf4e77e740a6399870&chksm=e88367eedff4eef828ce40118293302b5cf62a87e1ff601ee3fec9553b9d722500629b433099#rd,4,2022-9-16,0.0,1.0,1.0,0.0,34.0,0.0,0.0,,,,
8,工作要闻 | 宁夏社会科学院党组书记刘雨一行赴中国地方志指导小组办公室汇报对接扶贫志编纂工作,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486066&idx=1&sn=f72b77af081997f19b38e3c679bcd0c7&chksm=e883671cdff4ee0a49a43182235e42c057b6859898419cdae6ca7bd8134b67d13fb527029c5a#rd,1,2022-8-30,0.0,1.0,1.0,0.0,98.0,0.0,1.0,,,,
9,工作要闻 | 宁夏社科院举办“感恩奋进新征程 建设美丽新宁夏”主题演讲比赛,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486066&idx=2&sn=253ed7b4656b5b2c3eaf4a242ebbed7e&chksm=e883671cdff4ee0a1ab6298232dcfc0831ddf81f37d5e4840eeed5f6e0d928684f3d8db24b54#rd,2,2022-8-30,0.0,1.0,1.0,0.0,161.0,1.0,6.0,,,,
10,社科党建 | 宁夏社科院四个党支部与星海镇党委联合开展主题党日活动,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486066&idx=3&sn=b25bfab7c8c0035656f22680f2bceed8&chksm=e883671cdff4ee0acc01b95788c2f16c5d16c2fc676edce71365a0031b9350d30f65d69845ec#rd,3,2022-8-30,0.0,1.0,1.0,0.0,65.0,0.0,2.0,,,,
11,社科资讯 | “学术中国•2022”国际高峰论坛在京召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486066&idx=4&sn=786cbef41b5c67c45d07527e2c271855&chksm=e883671cdff4ee0a3e85e4af21f77e707b3bc1e8e547910a26ba6443484100fc54daf46fa78e#rd,4,2022-8-30,0.0,1.0,1.0,0.0,29.0,0.0,0.0,,,,
12,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486045&idx=1&sn=5c0f7be9f36e6ae1ae1cb664102aafcc&chksm=e8836733dff4ee254089c00390edcf562e4cd11bff825f8bfc33d903b5b310121211c3febf73#rd,1,2022-8-23,0.0,1.0,1.0,0.0,107.0,0.0,2.0,,,,
13,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486045&idx=2&sn=8030d23582beeb49fb4f321a8fc46882&chksm=e8836733dff4ee25d46049696a9ef7bd803500377ea7905c3438af2ca3c59b577ba2de61e5f9#rd,2,2022-8-23,0.0,1.0,1.0,0.0,36.0,0.0,0.0,,,,
14,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486045&idx=3&sn=8f9ea97bcda9d01be8056cf46a37feb5&chksm=e8836733dff4ee2530926b21a32cd86af274a98a8ee3c610a0d5575bf51d5179a4cf96bfe287#rd,3,2022-8-23,0.0,1.0,1.0,0.0,29.0,0.0,0.0,,,,
15,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486045&idx=4&sn=2d89e9aa515c0d029ac3525e3ab4f096&chksm=e8836733dff4ee25dc3df750b7e9a2031c325d517cf01a629c104952bc70b572ab78b1a61a30#rd,4,2022-8-23,0.0,1.0,1.0,0.0,33.0,0.0,1.0,,,,
16,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486038&idx=1&sn=a523d95adc9858d9454596b58f6fbbe9&chksm=e8836738dff4ee2eee03089cee2a51d412a00ef3108976df0b205f3fd72dfccdc671206e654c#rd,1,,,,,,0.0,0.0,0.0,,,,
17,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486038&idx=2&sn=620d7a8c6c4d4b4f512f57964c07df78&chksm=e8836738dff4ee2ee938cf80340720af6841716c38af0e633b1232f4e0806c8676a44d60fbbb#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
18,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486038&idx=3&sn=99fd5ed7df63421dae8a78d99d6d104b&chksm=e8836738dff4ee2ef513e33fcec4b5fa4247f6923c7d5e1c4239701b7dbd64805ce1c046d8de#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
19,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486038&idx=4&sn=8aeacc994da526e468a492514abfaaef&chksm=e8836738dff4ee2edf55f6bba1d8ebdf6a00f2317a6af68d1b03d1819a8c3d490ad3f60560df#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
20,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486037&idx=1&sn=85ef36932dfcc4e42820a3650f497acf&chksm=e883673bdff4ee2d8519e323ab6c3ff3b572b9687726d2d131fb4ff9ea79bd78c15ebaffb92b#rd,1,,,,,,0.0,0.0,0.0,,,,
21,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486037&idx=2&sn=21e65d64264b52d13010c95c5f981aed&chksm=e883673bdff4ee2dd2f699693a85c1fe4bebcb8e4b26661a0ddeed187657cf3037195a6f35a8#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
22,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486037&idx=3&sn=c3bea86eaf13bb5fbecf14636197b752&chksm=e883673bdff4ee2d3e0e453d2adb72e654db4e4cfcd2b94c2e88e5948553a84ade425d9af0fa#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
23,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486037&idx=4&sn=682e62f5516a56310104f614e681eaa1&chksm=e883673bdff4ee2d43c3d49ffd39c4cb83829394016ff298c53f674f41650800cea906b6d780#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
24,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486036&idx=1&sn=205e813faab527762c7af8daed748832&chksm=e883673adff4ee2c6766e67ca4de0e383b5ba26f1a2143208f52d8ad5a8e4c2f1ef076e39512#rd,1,,,,,,0.0,0.0,0.0,,,,
25,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486036&idx=2&sn=1d78f0534cfcd9eec14f07b8bbe9af26&chksm=e883673adff4ee2c6aa93966f5da5635e92b1a7f575e83aacb192f178128f909679bf9d0a8c8#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
26,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486036&idx=3&sn=749b01df6ed26099df68d764582e1e23&chksm=e883673adff4ee2ccd2a0def004ab2d6668d52eb15816a5c3a707999ac4ec9d4813da362856b#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
27,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486036&idx=4&sn=9d6d94aa93216c6e83084c1e4019f64a&chksm=e883673adff4ee2cffc029197f10d87ebe6335aa3f0fa71859a3a7a036ee4aea7c4c761dd2e2#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
28,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486035&idx=1&sn=4f450f1ef50e7f0cddbf5ae381804fe3&chksm=e883673ddff4ee2b273cfdeedd4db03b54387f2c668773260e7c98f6f346710847bd450cdbc2#rd,1,,,,,,0.0,0.0,0.0,,,,
29,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486035&idx=2&sn=c752e54ebd0ebd2e343d3136b762071b&chksm=e883673ddff4ee2b0b556744293fd4967f2fd9cbb312ff45b70b6ee762c46867e7544e2a80b8#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
30,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486035&idx=3&sn=37e5c79dbab13f3d04d30a233b79d9e8&chksm=e883673ddff4ee2bcab36bdbdb44852a72eb4e99877e87f4eec9c33a067274cb4dea1200d7d9#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
31,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486035&idx=4&sn=3e7d4d0c6529a24456c129ae1d37c6c4&chksm=e883673ddff4ee2b8b58e639b15a74e10cb1edd5a97b2469ea87af35a02f3acd8962cb369a16#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
32,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486034&idx=1&sn=9b2515ca69be037ca374eec6096a6894&chksm=e883673cdff4ee2a285518d966fc1321697d40f6f7b5373f2f47b9f508ee9256e9653b1fe9d9#rd,1,,,,,,0.0,0.0,0.0,,,,
33,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486034&idx=2&sn=6506b117446edace449a158446aa8a63&chksm=e883673cdff4ee2a116fd4148245f1e8cb46b79cd4a89ad76f39a91fb21d980a0127c92c7b3d#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
34,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486034&idx=3&sn=62c38b8c20c1c7c1606925e807b2786d&chksm=e883673cdff4ee2a9f22f5e82d376024dc2b9f0a15573267c369553f62d75c63e897349406ca#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
35,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486034&idx=4&sn=de8ef37d27b16b296e8807bf831e6af2&chksm=e883673cdff4ee2ade098e5b0a11ded19b42fd19d87240829704ea4608370eaa0044a3a0928d#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
36,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486033&idx=1&sn=008114bdf49729ebeb7780c69fb7a754&chksm=e883673fdff4ee29b2b858a299c8dede37679121e3d0c5b9a33afabda81c39780816fa1e3efc#rd,1,,,,,,0.0,0.0,0.0,,,,
37,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486033&idx=2&sn=57a6a6d1e0093de6cad349f592d6bb57&chksm=e883673fdff4ee290187894c9df473a1b6ac10758126eafd7edab794d62037b1dc585d0392e5#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
38,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486033&idx=3&sn=fe387f791c649b94ef9c925ede1988c6&chksm=e883673fdff4ee292b422aa39c607c10b4d3aa30ece66ad5a5803bf57bf99bce701a5c7b0679#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
39,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486033&idx=4&sn=16a5dea50f06acf936a8b882dee199aa&chksm=e883673fdff4ee299a42a35c90ed0692c831ba83ad734f3092539e19cd4802bb03c0dfb52597#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
40,全区扶贫志编纂工作推进会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486032&idx=1&sn=a849fa597929bb52982ec146a48fb5c5&chksm=e883673edff4ee285484d9eced107a9fe02e2565f3d37b5829820cc4b6d999a902a21ae5c657#rd,1,,,,,,0.0,0.0,0.0,,,,
41,携手共建基地 科教协同发展,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486032&idx=2&sn=ecd687ea550dffe6a677019991c3a2fd&chksm=e883673edff4ee28edca46004920fc04c7258442bc206ff1d9624e3bfa7a6da97813b2e99ee3#rd,2,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
42,中国社会科学院拉美研究所“中国发展道路和治理经验”“中拉一带一路建设”专题调研座谈会在宁夏社会科学院举行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486032&idx=3&sn=6014ee34c8a13818b4a7900a560b7920&chksm=e883673edff4ee285babc42dab6bc929d5b329cce1f5ed586fadd8ca6532334a0e02aae43ada#rd,3,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
43,中国社科院拉美研究所杨建民研究员莅临宁夏社会科学院作中拉关系专题讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486032&idx=4&sn=6d1185ec8cf44389f956a5789e850834&chksm=e883673edff4ee28a411a9e3ce9e8ba5e919a769a7a69e1ea45315110a054de1beac2b9e3488#rd,4,2022-8-23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,
44,工作要闻 | 宁夏社会科学院启动“2023宁夏蓝皮书系列丛书”编撰工作,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486016&idx=1&sn=54e9635dfa7d8dd9e9b1afddb90d7d00&chksm=e883672edff4ee38065e1413166f7d0c33770b2176b9132773328dc407406410e27aee0c0301#rd,1,2022-8-12,0.0,1.0,1.0,0.0,108.0,0.0,0.0,,,,
45,工作要闻 | 宁夏社会科学院召开国家社科基金项目推进会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486016&idx=2&sn=23e4dc0072157186dbf1296353be87f4&chksm=e883672edff4ee3837fef0e74bb586daca07ad67e4c9541e2d112d82dadeaca31a83ce6e2498#rd,2,2022-8-12,0.0,1.0,1.0,0.0,116.0,1.0,1.0,,,,
46,调研实践 | 我院开展贯彻落实自治区第十三次党代会精神调研活动,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486016&idx=3&sn=53c650ff81fbd5b644c3aa3cb55e0756&chksm=e883672edff4ee385acf6f08b2be13af1dd99b041ad80a9a5c6e78e4014d407cb3b05d7ed894#rd,3,2022-8-12,0.0,1.0,1.0,0.0,40.0,0.0,0.0,,,,
47,学科动态 | 文化学科举办“宁夏城市文化建设漫谈”学术沙龙,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486016&idx=4&sn=ecda75346e3625d5d20a95f0aa2bb6b2&chksm=e883672edff4ee38339caa957fabe987814712d9a143a4dc98e7f7532bb01d6b4bec58a95f95#rd,4,2022-8-12,0.0,1.0,1.0,0.0,49.0,0.0,1.0,,,,
48,宁夏社会科学院召开违规收送红包礼金和不当收益及违规借转贷或高额放贷专项整治工作动员会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486003&idx=1&sn=7311720d64cb2df0c89c20e442c84475&chksm=e883675ddff4ee4b5439b3269e0cfd9513d450818dabbf3e4ec8c2de936acd7dc7d36bc94009#rd,1,2022-7-29,0.0,1.0,1.0,0.0,141.0,0.0,1.0,,,,
49,《宁夏扶贫志》篇目征求意见会召开,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486003&idx=2&sn=a3dfc5a1ae3a7c8febe2fbbe2c0e0cd7&chksm=e883675ddff4ee4bec65490fc3b372b05f73f48b23a918d2bc4b11a6729d3c5fc9263d9c21e0#rd,2,2022-7-29,0.0,1.0,1.0,0.0,78.0,0.0,0.0,,,,
50,院青年理论学习第二小组举办学习自治区第十三次党代会精神研讨会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486003&idx=3&sn=847e2fc2c6dbef5cabb9a7d42018ce91&chksm=e883675ddff4ee4b91b527cd496c46cd17533aa71e912f1de289ff38d052a4a9c223f9d34464#rd,3,2022-7-29,0.0,1.0,1.0,0.0,46.0,0.0,0.0,,,,
51,院青年理论学习第三、第四小组联合举办“深入学习宣传贯彻第十三次党代会精神”交流研讨会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247486003&idx=4&sn=c25a98315824f35aeb6dbe968c58e00b&chksm=e883675ddff4ee4b8c09c28693e4b6f9fbe6ce2e0847659562a5d1352f9a1589f25ddea87fc5#rd,4,2022-7-29,0.0,1.0,1.0,0.0,39.0,0.0,0.0,,,,
52,宁夏社会科学院组织举办贯彻自治区第十三次党代会精神专题学习班,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485988&idx=1&sn=5337b9a7d63f4c7619830a09ceb0bd91&chksm=e883674adff4ee5cc3c99a0c70a7e9ae3d579adb643221481e12c116715867692237dd24e691#rd,1,2022-7-19,0.0,1.0,1.0,0.0,104.0,0.0,2.0,,,,
53,社科评论 | 感恩奋进新征程 建设美丽新宁夏,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485988&idx=2&sn=bac38a97f4b4a3406af203bc2a39f496&chksm=e883674adff4ee5cdb0710406b9835cd4a9f396a76b1f747eebfe5e3b19463b53559a10f887a#rd,2,2022-7-19,0.0,1.0,1.0,0.0,53.0,0.0,0.0,,,,
54,学科动态 | 生态文明学科举办学术沙龙,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485988&idx=3&sn=27d5288659058944026d7168cb936fcd&chksm=e883674adff4ee5c69665994f5375128c50c9e8fd5d67d52287d5e14f418e7903bf621888938#rd,3,2022-7-19,0.0,1.0,1.0,0.0,34.0,0.0,0.0,,,,
55,光荣在党50年 初心使命记心间,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485988&idx=4&sn=28a248316aee936aaa7d04bdc3ba16d4&chksm=e883674adff4ee5c5ee10b0a4d0243557e6a4d6af2c44ec2027b4717a92ead7de2d9e9ab8350#rd,4,2022-7-19,0.0,1.0,1.0,0.0,24.0,0.0,1.0,,,,
56,宁夏社会科学院青年理论学习第三小组举办“学习党代会精神 踔厉奋发新征程——自治区第十三次党代会精神专题学习会”,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485974&idx=1&sn=b58b2b25050ce84f09e431a31f5a3adf&chksm=e8836778dff4ee6e61aaf155dd0124b6d84bdd728231d5422884993afac67db72608347fc30e#rd,1,2022-7-2,0.0,1.0,1.0,0.0,124.0,0.0,1.0,,,,
57,文化研究所与综合经济研究所组成联合调研组赴吴忠市调研,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485974&idx=2&sn=9e316084eec80747fa2066ace6479446&chksm=e8836778dff4ee6e0743d69ac34dd00273a9e8e9bef1e3def295223396d5a750450f539475a4#rd,2,2022-7-2,0.0,1.0,1.0,0.0,75.0,0.0,0.0,,,,
58,农村经济研究所与社会学法学研究所联合开展调研活动,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485974&idx=3&sn=f102f897ffc00b19e0eb6ae21d9fd662&chksm=e8836778dff4ee6e68083d9dd7e447dd4f1d2b97d7d2263256e6dd9f4b26ce341fc1fd6f324b#rd,3,2022-7-2,0.0,1.0,1.0,0.0,49.0,0.0,0.0,,,,
59,生态文明学科举办学术沙龙,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485974&idx=4&sn=8b91b58f2d989639f8f67824204a5ab0&chksm=e8836778dff4ee6eb89747e7570dee5e9564d36a71faf7e43b30b7e7f6023f536d156a6d8f92#rd,4,2022-7-2,0.0,1.0,1.0,0.0,42.0,0.0,0.0,,,,
60,宁夏社会科学院集中观看中国共产党宁夏回族自治区第十三次代表大会开幕式,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485960&idx=1&sn=4b3cba50ccd7c4b5ee1f9671eb2d660f&chksm=e8836766dff4ee704f8be30bd0a566a1482aedbd07dc1fec675058590ec9f50a306441f5b552#rd,1,2022-6-13,0.0,1.0,1.0,0.0,72.0,0.0,0.0,,,,
61,喜讯！我院李有智作品获得宁夏第十届文学艺术奖（文艺评论类）一等奖,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485960&idx=2&sn=c10aede9f71bb6182eb74b77335b95b5&chksm=e8836766dff4ee705f4fe98ab8e668c40ac7f0bd685ffb73d7009110a6b4d4ebcee0530326e1#rd,2,2022-6-13,0.0,1.0,1.0,0.0,121.0,0.0,1.0,,,,
62,通知 | 关于做好2022年全区哲学社会科学研究系列职称评审工作的通知,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485960&idx=3&sn=c940eb5399a8317bde7ecb4e74b82fc3&chksm=e8836766dff4ee7089a90c32ded28e0fd19ce83d59c1c79712edeabbbec6eca26bb916fbfb19#rd,3,2022-6-13,0.0,1.0,1.0,0.0,101.0,0.0,0.0,,,,
63,发挥马克思主义对哲学社会科学引领作用的三重逻辑,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485944&idx=1&sn=d7fb210a79b4d92fc0b64bbb6814164c&chksm=e8836496dff4ed80e2d0721036ebe575b7b59d3b799b93661e98f1499146c47b97a1d23c043a#rd,1,2022-5-26,0.0,1.0,1.0,0.0,80.0,0.0,2.0,,,,
64,社科党建 | 互促互鉴，深化支部特色品牌创建,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485944&idx=2&sn=d69455f331e76590081db2a479a92cc5&chksm=e8836496dff4ed80542219a18121ab23f0734a3676bf72ee4952069829ce7c8adb9fb7708739#rd,2,2022-5-26,0.0,1.0,1.0,0.0,61.0,0.0,1.0,,,,
65,社科党建 | 历史研究所、图资中心支部围绕 “党建领航·凝聚生态保护共识 ·协力守护绿水青山”开展主题党日活动,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247485944&idx=3&sn=b0b0363fe029370ef3d3038a7ac13611&chksm=e8836496dff4ed80d573b35f1db4a121b96b22db4d9008644235d50be250500586b5160f1044#rd,3,2022-5-26,0.0,1.0,1.0,0.0,43.0,0.0,0.0,,,,
