Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
377,【学科动态】文化学科举办以“中国传统山水画发展流变与鉴赏”为主题的学术沙龙,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484772&idx=2&sn=dfe0762f843ad4d8ef65a80c6080a98d&chksm=e883680adff4e11c4f0253eb8a2c3f009f2edf9ef52cb67d376365a21b54ebbca45208e9c456#rd,2,2018-4-29,0.0,1.0,1.0,0.0,125.0,0.0,13.0,,,,
378,【社科理论】鲁忠慧：实现中华民族伟大复兴需要伟大民族精神,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484772&idx=3&sn=009cd0428b7fd1f63793511c003433de&chksm=e883680adff4e11c317fb9120d132ad938be2d5d72660ec3e493799bdb53b1c14e00759dd032#rd,3,2018-4-29,0.0,1.0,1.0,0.0,31.0,0.0,4.0,,,,
379,【社科理论】尚亚龙：如何聚天下英才实干兴宁,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484772&idx=4&sn=027cdccadf3e84989da04d0fbae17ec6&chksm=e883680adff4e11cce1ae800f992c4d27f03f2ad31c05396c1cd61fa0104dfb96e1b790bac57#rd,4,2018-4-29,0.0,1.0,1.0,0.0,67.0,0.0,2.0,,,,
380,【社科理论】中国发展新的历史方位及世界影响,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484759&idx=1&sn=6d38520adaa4f6690ad6715988af52ab&chksm=e8836839dff4e12f179a91357a64abdefb02131b85955acf8c80fd5fd346bc5a71f4f17c8aaa#rd,1,2018-4-14,0.0,1.0,1.0,0.0,45.0,0.0,2.0,,,,
381,【社科理论】李霞：新时代是奋斗者的时代,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484759&idx=2&sn=00c9b1e3d6bf1556c537f3ccd7b532b6&chksm=e8836839dff4e12fb30a1f2ae668fbd9685b6afcd8fc8b9df808450f28faa9c85235a3d7b1cb#rd,2,2018-4-14,0.0,1.0,1.0,0.0,33.0,0.0,2.0,,,,
382,【社科理论】马丽娟：如何推动全面贯彻实施宪法,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484759&idx=3&sn=a1d1b48dedc6ce646eacc993e4fc9eba&chksm=e8836839dff4e12f65032a664eec4da3c37c41afbf616acd9cad5676bcbdb29e391c9e7f3bc5#rd,3,2018-4-14,0.0,1.0,1.0,0.0,37.0,0.0,0.0,,,,
383,【科研贴士】关于做好2018年宁夏哲学社会科学规划年度项目申报工作的通知,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484759&idx=4&sn=19ca9e0808510a9d493ab9acae6ff2ce&chksm=e8836839dff4e12f6d4b119575b5ea3b3f7ca8443bfb556f91ebcbde7395c0142d57139c834d#rd,4,2018-4-14,0.0,1.0,1.0,0.0,129.0,0.0,1.0,,,,
384,【社科理论】李保平：实施乡村振兴战略要聚焦“四大”工程,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484750&idx=1&sn=233a817666c31fb8256b574cd7bb1aad&chksm=e8836820dff4e136c8ca1d4109776bf971abd3c48bea0cdf2ec13a9e16ef74acc147dc339dcf#rd,1,2018-4-3,0.0,1.0,1.0,0.0,44.0,0.0,2.0,,,,
385,【调研实践】宁夏全域旅游与精准扶贫项目课题组赴中卫、泾源展开调研,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484750&idx=2&sn=234e30d81bf6ec73edf2c75b2a7eb8e1&chksm=e8836820dff4e136c02badb0d512b1d1caa8f3a55fefe984c50e95cd7d75c62dbe31e34e9b50#rd,2,2018-4-3,0.0,1.0,1.0,0.0,58.0,0.0,2.0,,,,
386,【社科智讯】科学合理地使用引文分析,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484750&idx=3&sn=bc9085aefa0aca566017f66917f2987a&chksm=e8836820dff4e136f65eda349f1c2ebec6229d5e57577d13ec3db6c1e5a624931b3f3a2809b2#rd,3,2018-4-3,0.0,1.0,1.0,0.0,36.0,0.0,0.0,,,,
387,【基层党建】坚持以党的十九大精神为指导 不断开创新时代基层党建新局面,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484750&idx=4&sn=554f7db1c84beb267955dbf2a7f89fb7&chksm=e8836820dff4e1368c23a8d9ab3f955f392d38c8645db0c2f18f7c3f60187bc4b0f7c913a8f1#rd,4,2018-4-3,0.0,1.0,1.0,0.0,29.0,0.0,3.0,,,,
388,【工作要闻】宁夏社会科学院举办全国“两会”精神报告会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484742&idx=1&sn=8aea9098186ab529208297ad6c2305c6&chksm=e8836828dff4e13e2eecf9c1e37fae5e850c4ad7566a9b480adc763b202016e05179b160e1a2#rd,1,2018-3-27,0.0,1.0,1.0,0.0,46.0,0.0,0.0,,,,
389,【社科理论】张廉：深刻认识和把握宪法修改的重大意义,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484742&idx=2&sn=9cbd9c1e346d4d73cbf52a18d68134f7&chksm=e8836828dff4e13ed2c9677570843e65200d5a5fc316d61e5e041cc9ccd9e246e263355c642f#rd,2,2018-3-27,0.0,1.0,1.0,0.0,34.0,0.0,2.0,,,,
390,【部门动态】中国社科院国情调研宁夏基地召开“宁夏全域旅游与精准扶贫”项目启动暨专家咨询会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484742&idx=3&sn=c74c68f6514009ab6e2727fd71569455&chksm=e8836828dff4e13e5f65980955fe0c47010bc4fcc1230c7151971bc8e1b0b53f4deef6b09d7b#rd,3,2018-3-27,0.0,1.0,1.0,0.0,56.0,0.0,0.0,,,,
391,【社科智讯】治史要读其书且知其人,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484742&idx=4&sn=97bda5a7ba09bd0ad6fdc9156384a2ba&chksm=e8836828dff4e13eda9b7e9350f865d3f0398c63ac5797b150628d41149cf8a320f371a4e2a4#rd,4,2018-3-27,0.0,1.0,1.0,0.0,32.0,0.0,3.0,,,,
392,【工作要闻】统一思想  严格要求  担当尽责 — 推动机关党的建设工作落到实处,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484730&idx=1&sn=3b64172019db0d05e40bf172f9532712&chksm=e8836854dff4e1424877e137d34bce0a0379977fd6fee9cb8b12affb5137dde51a41db934b4c#rd,1,2018-3-23,0.0,1.0,1.0,0.0,37.0,0.0,0.0,,,,
393,【媒体评论】为新时代伟大事业提供宪法保障 一 论宪法修改的重大现实意义,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484730&idx=2&sn=0104637fb6c0f4018eb9b1bd242f4431&chksm=e8836854dff4e142d45c7e4d5f4169305cba1bb1f784a16e977afca523cf738c3ea2ce8e329b#rd,2,2018-3-23,0.0,1.0,1.0,0.0,20.0,0.0,0.0,,,,
394,【社科理论】郑彦卿：以人民为中心打造中国特色新型智库,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484730&idx=3&sn=5480936f03d6d453aed73910504a9b40&chksm=e8836854dff4e1421d8d607d4baf7751b4c90f0674761d7d83d01c38fffd16b34c8c2b319013#rd,3,2018-3-23,0.0,1.0,1.0,0.0,46.0,0.0,1.0,,,,
395,【文史专题】党项好酒之风与西夏酿酒业,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484730&idx=4&sn=7fb065a3dd61bcffee7aea80026a3077&chksm=e8836854dff4e142418663af548539f0dc9f210454189fbda28dad31d56e24bb97b7a9a6d9af#rd,4,2018-3-23,0.0,1.0,1.0,0.0,38.0,0.0,1.0,,,,
396,【喜报】我院郑彦卿、李保平获得自治区第二批“塞上文化名家”称号,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484722&idx=1&sn=f774e41815261919c5b358c5116e7f40&chksm=e883685cdff4e14a61e5f847ec0f033fe14c53e37d7003159f552a713f815709ac3ab6281d4b#rd,1,2018-3-15,0.0,1.0,1.0,0.0,131.0,0.0,5.0,,,,
397,【部门动态】《从西夏文到甲骨文研究的艰辛历程》出版发行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484722&idx=2&sn=1ff763337c8259df6afa13873aa195de&chksm=e883685cdff4e14a1a85d0b845de81c95b406487d4f01a6ec362adc756069bab59ef482dbde8#rd,2,2018-3-15,0.0,1.0,1.0,0.0,31.0,0.0,1.0,,,,
398,【社科理论】杨巧红：加快推进社会诚信建设,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484722&idx=3&sn=0a54583409b79acfe9eb80a2aba38c0b&chksm=e883685cdff4e14a813bb1dae48000d99bb661538599bf6891448e895a037a548499ba889fe8#rd,3,2018-3-15,0.0,1.0,1.0,0.0,45.0,0.0,0.0,,,,
399,【社科理论】徐东海：依靠千千万万普通人开启新征程,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484722&idx=4&sn=3cbeb0efc25216e33243811de9cf6ccd&chksm=e883685cdff4e14a1fe79f2f2f8d2dba32506a7b5ddd9226ace1c5a6003ca18cfdf41c530ec7#rd,4,2018-3-15,0.0,1.0,1.0,0.0,63.0,0.0,1.0,,,,
400,从全国两会看贯彻落实新发展理念,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484713&idx=1&sn=b953176ccbfc1c52d6e78fda9d6cf390&chksm=e8836847dff4e151727cc87b542cbf62da8ba483748cf2885c19dfd76d0be33a8e6ef0d553aa#rd,1,2018-3-9,0.0,1.0,1.0,0.0,18.0,0.0,2.0,,,,
401,【社科理论】刘天明：弘扬优秀传统文化 助力乡村振兴战略,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484713&idx=2&sn=bc62c7841043f67aa9748ea2f033c9e9&chksm=e8836847dff4e151cb61c5e0288ea613d3aa502da334e412d6530714e6cfd25bac80539d9c60#rd,2,2018-3-9,0.0,1.0,1.0,0.0,69.0,0.0,3.0,,,,
402,【部门动态】自治区政协文史与学习委员会专职副主任刘劲松一行到地方志办公室调研交流,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484713&idx=3&sn=4aa97ca8c35c454a4ec2b61c4ef2c6a5&chksm=e8836847dff4e15189ec2300b9a4212c88ca3f6d351225df86f93c09d222921d14d964740f8c#rd,3,2018-3-9,0.0,1.0,1.0,0.0,58.0,0.0,2.0,,,,
403,【文史专题】西夏封爵制度,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484713&idx=4&sn=60d9e7219a6e6291a16a97897e1a8939&chksm=e8836847dff4e151eeb9e806c3798f76130e89b37f8e6fd26085c235c65898e02e8365e7e3ed#rd,4,2018-3-9,0.0,1.0,1.0,0.0,46.0,0.0,2.0,,,,
404,2018年全国两会看点前瞻,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484704&idx=1&sn=e704476e4c3f31fc7ab2b4572e56a7af&chksm=e883684edff4e158fce76c98dfcf34220cff7635427549f94d1f8abf94daa30003161d6e13e5#rd,1,2018-3-4,0.0,1.0,1.0,0.0,14.0,0.0,0.0,,,,
405,【社科理论】杨永芳：打造共建共治共享的社会治理新格局,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484704&idx=2&sn=51c30edb88fef4dbf8001fc5c691b196&chksm=e883684edff4e15890d6b4adcfd197067ee3e7b2e59fd7809c18e3521f64b3ce22b485c09aaa#rd,2,2018-3-4,0.0,1.0,1.0,0.0,36.0,0.0,0.0,,,,
406,【社科理论】许峰：坚持以人民为中心的创作导向,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484704&idx=3&sn=23ada1458ecdea1572a3cd98c3ae2f89&chksm=e883684edff4e1587b21875fc60a125cdd0c55fc2bdbbc9bbe81d06a8728235cc707baa81e65#rd,3,2018-3-4,0.0,1.0,1.0,0.0,39.0,0.0,2.0,,,,
407,【文史专题】西夏寺院的土地买卖与高利贷经营,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484704&idx=4&sn=d27da4ab338f6869fc5a11dd64211bfb&chksm=e883684edff4e1581bc13691a4d4359e0fd0c46ba8636e79ace891d135810c16c2b270d2513f#rd,4,2018-3-4,0.0,1.0,1.0,0.0,30.0,0.0,1.0,,,,
408,将习近平新时代中国特色社会主义思想载入宪法的重大意义,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484695&idx=1&sn=6659470c8cef9b9bc45fff76f4f26f83&chksm=e8836879dff4e16f94c7480320c6ab49b9dee3db6b1faebc5c573e6bd596c0b337bef64b789f#rd,1,2018-2-27,0.0,1.0,1.0,0.0,24.0,0.0,3.0,,,,
409,【社科智讯】乡村振兴中的生态文明智慧,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484695&idx=2&sn=94c9be6eb8a82b7354be89b135bf801c&chksm=e8836879dff4e16f786d82c544ff8f17b1c826f6715c70388a20372e8b8ddeef4874c451bc27#rd,2,2018-2-27,0.0,1.0,1.0,0.0,49.0,0.0,1.0,,,,
410,【社科理论】鲁忠慧：立根铸魂 凝聚实现“中国梦”的精气神,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484695&idx=3&sn=12fcfe0ce3d97477f2aa2dd6543fcc4d&chksm=e8836879dff4e16f0b56367166eb68615679387f03715de706c24914c5a3eb36d81cfc9c5766#rd,3,2018-2-27,0.0,1.0,1.0,0.0,40.0,0.0,1.0,,,,
411,【社科理论】徐荣：引导群众积极参与到环境保护中来,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484695&idx=4&sn=ef55c63553626f305af2613c5186091a&chksm=e8836879dff4e16fb3b5ebf12fdf1e66707996f735872b362e7cec7733914c6c4af62c591ddb#rd,4,2018-2-27,0.0,1.0,1.0,0.0,44.0,0.0,1.0,,,,
412,恭贺新禧,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484684&idx=1&sn=2ac8cf050eb1012b8d3f2ca8bcaee836&chksm=e8836862dff4e1741612900c1343d4b18582f6c9a6e2da883db7f0780de93bf95d5281fb2729#rd,1,2018-2-15,0.0,1.0,1.0,0.0,50.0,0.0,3.0,,,,
413,【工作要闻】宁夏社会科学院召开2017年度总结表彰大会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484679&idx=1&sn=c755a34e1b029b07cfdfdabe69f8d2b6&chksm=e8836869dff4e17f9611ff1c6f51406a43b0cf90f4a5d14208f8fa40dd239d7ff08dccd623f9#rd,1,2018-2-10,0.0,1.0,1.0,0.0,64.0,0.0,2.0,,,,
414,【领导讲话】张廉院长在宁夏社科院2017年度总结表彰大会上的讲话,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484679&idx=2&sn=0835f6bd35e6d13834af56816c711e0d&chksm=e8836869dff4e17fdd0f03c8cfde629460b10b8a91376b01f6b718b4f3b70dcce53b95258293#rd,2,2018-2-10,0.0,1.0,1.0,0.0,71.0,0.0,2.0,,,,
415,【工作要闻】我院召开2018年重大现实问题研究课题专家咨询会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484679&idx=3&sn=f49bf99d1ff36798123f065bc6d8f8c8&chksm=e8836869dff4e17fe4359c0417d8887935d441bdfd7ad3e26fa9724e3e392daf181911865e38#rd,3,2018-2-10,0.0,1.0,1.0,0.0,43.0,0.0,0.0,,,,
416,【关注两会】2018年宁夏回族自治区政府工作报告,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484664&idx=1&sn=187bb623d6624c671bf96d8bd301bc15&chksm=e8836996dff4e0803037e1e47b8b360434bb288bd05c65e87808bd4c4fb87328dbc00bea88de#rd,1,2018-2-6,0.0,1.0,1.0,0.0,38.0,0.0,2.0,,,,
417,【媒体聚焦】从蓝皮书看宁夏发展变化,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484664&idx=2&sn=c2bb3e5d9b1874436bb3dbc1d6aea491&chksm=e8836996dff4e0804d9e4ed582085b3733d1a26c94669646cf88e585ddb2e020efa3a2ac1b33#rd,2,2018-2-6,0.0,1.0,1.0,0.0,46.0,0.0,3.0,,,,
418,【部门动态】期刊中心举办民族宗教研究热点学术交流会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484664&idx=3&sn=311c35c02199fdf80889a35df2b115f4&chksm=e8836996dff4e0802987b9ec22294ad3e66a3f20328f748d7aea168dce0882141cae26d18d07#rd,3,2018-2-6,0.0,1.0,1.0,0.0,46.0,0.0,2.0,,,,
419,【文史专题】西夏饮食器具概览,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484664&idx=4&sn=e714db345962f1f401d36e8ef2c45451&chksm=e8836996dff4e08024dfb192e6667297d6253df0436765452a0738d7afb4781c610661705ff0#rd,4,2018-2-6,0.0,1.0,1.0,0.0,30.0,0.0,2.0,,,,
420,【关注两会】我院4名政协委员参加2018年自治区“两会”积极参政议政,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484658&idx=1&sn=64bd0bcd6a974e59bac4a1793d888862&chksm=e883699cdff4e08ad08cfd770553cae53b44de96df9c8664ee34908f0336cf8890b1ca6c80ea#rd,1,2018-2-2,0.0,1.0,1.0,0.0,63.0,0.0,4.0,,,,
421,【社科智讯】瞿林东：历史研究须处理好古今关系,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484658&idx=2&sn=c627dc077e5cccfd153116c083335590&chksm=e883699cdff4e08aa48507f1689b5f26d2b5e24c06fd716243af7079977c0444e756458e254c#rd,2,2018-2-2,0.0,1.0,1.0,0.0,25.0,0.0,2.0,,,,
422,【社科理论】郭亚莉：新时代解决“三农”问题的重大举措,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484658&idx=3&sn=0f5f95057054f999821209a910fc3ca9&chksm=e883699cdff4e08ad4a707e1533500dac4dc6769efb3bee3c08856edb1b42fe1559d6321c023#rd,3,2018-2-2,0.0,1.0,1.0,0.0,37.0,0.0,0.0,,,,
423,【社科理论】答好新时代脱贫攻坚试卷,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484658&idx=4&sn=e522c4adae475863cb5ca84e3950af38&chksm=e883699cdff4e08a35f24e23ccf0251cea78cdc52678d693ec558d103ae3d948bf9d2589bb75#rd,4,2018-2-2,0.0,1.0,1.0,0.0,35.0,0.0,0.0,,,,
424,【工作要闻】民建宁夏区委会到宁夏社科院调研座谈,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484650&idx=1&sn=4b888aab8b54c17a83c152d56ba05981&chksm=e8836984dff4e0929f1e178ac8c75f2145133fd2b560f45a9e130b606e92684aa86e0e34cdfb#rd,1,2018-1-31,0.0,1.0,1.0,0.0,52.0,0.0,1.0,,,,
425,【关注两会】宁夏社科院院长助理荀丽丽博士应邀做客宁夏十二届人大一次会议直播节目,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484650&idx=2&sn=ba7b2060bfd831baa492e055d104cdfb&chksm=e8836984dff4e0929132b11d9d5ead70a0c011dd19c669f6d171c02f9a4a0e30246acacf5701#rd,2,2018-1-31,0.0,1.0,1.0,0.0,61.0,0.0,0.0,,,,
426,【社科智讯】“三化并举”推进乡村社会治理现代化,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484650&idx=3&sn=3cb84a4d8d67f8ffa90811fb62e88289&chksm=e8836984dff4e0927af0277c8c265bd047d5cfdd462a6c889e4ed83816aaaa86869af37fe2eb#rd,3,2018-1-31,0.0,1.0,1.0,0.0,26.0,0.0,0.0,,,,
427,【社科理论】李禄胜：发挥彻底的自我革命精神,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484650&idx=4&sn=47555e47a515df3103685f0dbbf35b81&chksm=e8836984dff4e092b3593ec0a3dbcfa11d169b3e18498e808d0a439696383b8b77b8e48155e6#rd,4,2018-1-31,0.0,1.0,1.0,0.0,75.0,0.0,16.0,,,,
428,【社科智讯】以供给侧结构性改革为主线建设现代化经济体系,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484640&idx=1&sn=b4cfb375070b4e01cfb1536e5ddea48e&chksm=e883698edff4e098ef2b0c2c504a6f68ea001d948f4c02551f8f3aeeda37e0c956768d63a4b2#rd,1,2018-1-26,0.0,1.0,1.0,0.0,22.0,0.0,1.0,,,,
429,【社科理论】郭勤华：“红船精神”与“闽宁模式”,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484640&idx=2&sn=c700bffe04e7044b7de39542d9da5a1d&chksm=e883698edff4e0986e4eaef6ca9320a596c85b0a3b5e42adbcae7d332c08bd0a1b1cb2bf1959#rd,2,2018-1-26,0.0,1.0,1.0,0.0,41.0,0.0,0.0,,,,
430,【学术沙龙】社会学法学研究所举办“国家社科基金项目申报三人谈”讲座,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484640&idx=3&sn=3c7a724d4c043c6ac574c76381926d35&chksm=e883698edff4e098a3d63c579856d365f398ddf859005b9a388b9de948a44f9a6ba913f81eb7#rd,3,2018-1-26,0.0,1.0,1.0,0.0,46.0,0.0,0.0,,,,
431,【文史专题】西夏祭祀制度的特点和政治功用,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484640&idx=4&sn=70cb4a8788c24f7b332079970ca328c0&chksm=e883698edff4e098dec86e6578d82815c907f8916ac7544a9d7c9dbf2b82fc95c362fb58a1ba#rd,4,2018-1-26,0.0,1.0,1.0,0.0,26.0,0.0,2.0,,,,
432,【工作要闻】宁夏社科院举行科研成果暨“宁夏智库丛书““宁夏蓝皮书系列丛书（2018）”新闻发布会,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484633&idx=1&sn=d9ee486f687f8f72883188830b436383&chksm=e88369b7dff4e0a18b39dcdd900132b048c2dec9f507a08456154f6979eea6a5e650beac2712#rd,1,2018-1-22,0.0,1.0,1.0,0.0,62.0,0.0,4.0,,,,
433,【领导讲话】张廉院长在宁夏社会科学院科研成果暨“宁夏智库丛书““宁夏蓝皮书系列丛书”新闻发布会上的讲话,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484633&idx=2&sn=2a1577e68266374e3393872a2e1e1d12&chksm=e88369b7dff4e0a138f51eaa9c9e5cbddc0939ee2c70b4b239f98fe4ec84bf25c382145c2aae#rd,2,2018-1-22,0.0,1.0,1.0,0.0,45.0,0.0,2.0,,,,
434,【社科理论】廖周：做中国特色社会主义的坚定信仰者建设者,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484633&idx=3&sn=fb75fe249c69d2cbcb5615bcd5a032ec&chksm=e88369b7dff4e0a1765c9c40c375ab127e120fdcdfe4367551d2e1a846ecbccc56b92ca74a69#rd,3,2018-1-22,0.0,1.0,1.0,0.0,28.0,0.0,0.0,,,,
435,【成果介绍】牛学智《当代社会分层与流行文学价值批判》,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484633&idx=4&sn=03a52c4d13ee5cd22a681985d1e1fa58&chksm=e88369b7dff4e0a13736350631409c9fabe2fbfb5463451383fe0795f2ca4a31d9cf946da2b3#rd,4,2018-1-22,0.0,1.0,1.0,0.0,32.0,0.0,1.0,,,,
436,【社科智讯】2017年度中国十大学术热点发布,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484619&idx=1&sn=5b1b8532e626d5a842519294e7fd4c98&chksm=e88369a5dff4e0b35c2d159289daecf1f5e992dbb639c29c391e744c04b5713f02ea773ab668#rd,1,2018-1-17,0.0,1.0,1.0,0.0,35.0,0.0,2.0,,,,
437,【社科理论】在补短板中保障和改善民生水平,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484619&idx=2&sn=421bde1077b86730c11101dfa3299486&chksm=e88369a5dff4e0b3c8f8369f5c149daace586faf07ab0fb7063032d4675f529e0459f2635e73#rd,2,2018-1-17,0.0,1.0,1.0,0.0,25.0,0.0,1.0,,,,
438,【部门动态】牛学智研究员作品入选“剜烂苹果·锐批评”文丛,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484619&idx=3&sn=46b9cdfb27a3dba14177f575b5b88c1e&chksm=e88369a5dff4e0b3a1b1bb491527ff1b0c1b57bd4dd96c1aa18f42e7ff244190a9a983c4a1ff#rd,3,2018-1-17,0.0,1.0,1.0,0.0,47.0,1.0,1.0,,,,
439,【学科动态】西夏学科《西夏研究论文集》（增订版）《西夏司法制度略论》（修订版）出版发行,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484619&idx=4&sn=8d7e88571ea27845715b4c66d27a7333&chksm=e88369a5dff4e0b3fe4cb204490ee9acd1a34aa2b7d9b86585bbadf80238e61a52debc7c829b#rd,4,2018-1-17,0.0,1.0,1.0,0.0,24.0,0.0,1.0,,,,
440,【社科智讯】准确理解“不平衡不充分的发展”,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484602&idx=1&sn=9ea5b7c75f3be0d3abda0cb62bef59f1&chksm=e88369d4dff4e0c2447db48c03db3e728f3753b0116b4658868fb1721e0828f052f5ff62d3ee#rd,1,2018-1-11,0.0,1.0,1.0,0.0,32.0,0.0,0.0,,,,
441,【社科理论】田晓娟：全面实施乡村振兴战略,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484602&idx=2&sn=c51c04fe1579962ec738cc9299543295&chksm=e88369d4dff4e0c2587c746706beadba1611ad4eb3995823cd189ae7b8bd18870281da3090a2#rd,2,2018-1-11,0.0,1.0,1.0,0.0,43.0,0.0,1.0,,,,
442,【社科理论】马丽娟：坚持党对一切工作的领导,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484602&idx=3&sn=dbf1103013383afbc01ae755a39beb93&chksm=e88369d4dff4e0c209ba3daa9fefe86fab296f1e2ba24ddbec8af174aa5ec22aee9a1e67b260#rd,3,2018-1-11,0.0,1.0,1.0,0.0,35.0,0.0,0.0,,,,
443,【社科理论】宋春玲：“跳起来”向着高质量发展迈进,http://mp.weixin.qq.com/s?__biz=MzIzMzY2NzU4NQ==&mid=2247484602&idx=4&sn=cb6324c045482677b4270cf351384692&chksm=e88369d4dff4e0c20011db3e81c6abedf4c68a45a4e608ff7bab4965ccad89694f32d46e6eef#rd,4,2018-1-11,0.0,1.0,1.0,0.0,48.0,0.0,1.0,,,,
